child_id,total_count_skin,number_taxa_skin,inverse_simpson_skin
07A18,31551,181,8.231360514949879
07A19,31496,275,25.662349036790776
07A20,17017,159,18.320257492303934
08A01,10294,178,16.246450865903476
08A02,24070,194,20.894617164269267
08A03,29252,225,24.790178114612686
08A04,33839,277,36.504920735676166
08A05,10078,80,6.55224983659064
08A06,26454,250,19.129576347201535
08A07,35450,233,17.5320803508139
08A08,20534,235,31.8858454712429
08A09,45198,269,17.7685767530257
09A01,20385,153,17.36457651375731
09A02,815,35,5.03715921586471
09A04,19258,346,22.80800750676084
09A05,22993,206,23.70909127356651
09A06,8659,130,14.0518522988649
09B01,14707,121,17.995475918754067
09B02,16581,144,14.25602768348384
09B03,9890,209,18.785165012445074
09B04,11983,85,12.999761899653286
09B05,15790,142,15.409981464072503
10A06,3053,82,24.48276505152229
10A10,13398,220,47.12045343221538
10A11,24016,209,23.88964233398083
10A12,7651,137,30.479659243978173
10A13,6757,108,17.227690378094138
10A14,2508,43,9.19331189710611
10A15,21767,370,26.23682462860647
11A01,25226,253,19.067104528665627
11A02,44680,316,26.754909827632275
11A03,28693,517,50.63920835880553
11A04,39094,334,21.3918994849733
11A05,1144,46,6.831276751226642
11A06,30325,305,46.53296019821827
11A07,2063,53,9.928472949613097
11A08,25061,208,15.463008961844524
11A09,37083,367,23.215434749060982
11A10,29845,336,47.9011440519618
11A11,23622,314,22.334721290939868
11A12,26202,154,11.639166526632811
11A13,7439,91,14.312840031564498
11A14,21266,242,23.712773285896898
11B01,2772,69,17.15106089487476
11B02,15727,185,6.902992699847836
11B03,6561,122,4.077140351543517
11B04,20501,243,34.554484742795424
11B05,37421,412,36.45835465968018
11B06,22433,146,12.400473837361377
11B08,21731,162,10.468371713853289
11B09,5846,125,19.168094638766803
11B10,17145,189,16.99053134486335
11B11,17729,203,22.616831687941595
12A01,50025,370,14.69648561221465
12A02,49097,348,29.354047270101407
12A03,40361,230,7.912746848753961
12A05,33041,414,22.482580468053264
12A06,26512,245,10.11112508069352
12B01,26566,259,32.07358480636527
12B02,8492,84,10.44783101285079
12B03,22753,237,18.58399617995302
12B04,28867,176,13.350729990748096
12B06,18775,272,29.070209751293874
13A02,9236,118,33.312413159121775
13A03,14405,131,8.895153932689897
13A04,35455,217,21.33746327199009
13A07,10656,137,15.647413216712794
13A08,13025,152,15.107680452852945
13A09,13865,168,24.953432550017983
13A10,9893,121,17.394152011654462
13A11,14540,184,25.047645970358197
13A12,35539,326,31.875022691341353
13A13,13848,175,12.024971584720426
13A14,32242,266,25.474216126458582
14A02,3577,137,20.246326129852537
14A03,4828,70,4.506948093958107
14A04,9609,169,16.67111390368683
14A05,17942,203,24.057207536160316
14A06,12402,166,42.98550154352471
14A07,9636,138,15.378954073731531
14A08,31230,321,25.287292039858652
14A09,5537,130,28.522941908161663
14A10,4142,129,24.014854464878123
15A01,8008,217,25.214510281917196
15A02,1671,87,25.866777214744275
15A04,6959,171,22.20055029561657
15A05,6539,108,12.346324949996522
15A06,12188,92,7.983856359176014
15A08,19647,84,2.3675311975705053
15A09,8376,92,8.088776955623745
15A10,827,34,11.49170797277997
15A11,1051,28,5.128638353785652
15A12,19532,116,7.92425629573907
15A14,1651,55,17.776769817719373
15A15,2550,55,10.480600613765892
15A16,30491,287,19.771554930715315
15A18,664,30,8.000580677941498
15A19,2405,76,16.570241304528434
16A01,6721,125,16.3571325887647
16A02,10142,118,12.97993098412857
16A03,9503,120,16.82012689549328
16A04,23881,207,15.43502451718368
16A05,3790,106,15.290554709871092
16A06,1923,102,31.121323312826647
16A07,14496,184,33.49939755482825
16A08,14691,124,9.842641717649224
16A09,11609,223,11.16552874316958
16A10,3927,55,6.518290005093297
16A11,34430,184,18.527081682708804
16A12,8307,168,18.38905886124473
16A13,12923,249,26.287656220953416
16A15,2497,95,19.52204406621517
16A16,36108,276,14.349028282710805
16A17,15245,115,15.971082386545785
16A18,8816,263,65.27068885302016
16A19,5260,88,16.849692818131768
17A01,45190,220,13.950322537013369
17A02,26838,282,17.01269989286139
17A03,21042,296,30.899433131610778
17A04,25733,245,4.4703537923589085
17A05,33113,384,39.75106249465032
17A06,38420,422,18.655366533032527
17A07,30798,434,12.574013748157878
17A09,45809,439,32.774382268966804
18A01,27355,166,19.272642661646703
18A02,5648,103,10.548407747779208
18A03,9220,105,10.328363330011571
18A04,3362,75,16.740885339526287
18A05,1411,30,9.222820321583924
18A06,8790,138,15.77984143387564
18A07,2265,62,13.22874146809383
18A08,1605,40,9.238064328722714
18A09,881,25,9.852884798476676
18A11,3399,78,9.76106052630912
18A12,6595,166,20.862795087216064
18A13,2673,48,3.878040519819997
18A14,31941,228,35.39910131312833
18A15,11514,197,11.027337562197744
18A16,14645,126,8.836547538750533
18A17,21031,128,11.450467326350346
18A18,1703,63,25.054719018616904
19A01,10592,97,11.929163243740753
19A02,13483,149,14.953250674141785
19A03,4447,107,18.31156159979555
19A04,19266,123,7.998032871210771
19A05,38801,260,27.782519705013065
19A06,41361,189,23.24813704158416
19A07,7073,128,16.57667544198268
19A08,2337,64,12.518925423767664
19A10,13937,134,9.70066370948865
19A11,21442,223,19.15138949404705
19A12,5700,108,10.009821887404446
19A13,1386,43,8.331292068558739
19B01,12133,236,47.69653811373256
19B03,50680,112,7.177048769208793
19B04,5263,55,2.300181819465188
19B05,4277,55,8.992993492482459
19B06,3768,76,12.027345225852253
19B07,10103,144,19.9141997132388
19B08,4869,121,25.07746914657637
19B11,14453,132,6.29749374838202
19B12,26036,363,17.571472778645315
20A01,27678,205,22.7633460508904
20A02,6394,103,20.14422875094973
20A03,4931,93,14.358621842208915
20A05,12942,127,10.167765119217462
20A06,5651,64,2.53726011225702
20A07,17663,160,18.429709513487772
20A08,1366,55,6.035879719483477
20A09,22904,291,20.13064659275766
21A01,7678,129,15.770915997859817
21A02,1610,53,11.068835938167224
21A03,4471,104,21.707395233022435
21A04,11404,76,9.733479248086963
21A05,25626,173,14.843969035734968
21A06,26742,443,53.31861698296675
21A08,17456,182,25.705297732792125
21A09,11411,104,5.324104283340603
21A10,5141,80,5.689452852133619
21A11,6498,95,18.996802972974187
21A13,33301,173,13.267319090183292
22A01,8981,133,4.292135797081405
22A03,2454,61,17.198674853634156
22A04,20130,236,25.014516086218705
22A06,14566,258,22.44098220276812
22A07,9354,165,41.39267000845855
22A08,4567,141,18.115444711277483
22A09,6653,188,20.947869808455263
22A10,5550,119,21.513941718712676
22A11,25914,264,27.718448079871155
22A12,32475,380,39.19085176344328
22A13,4238,106,19.5255802020325
22A14,37449,166,27.208488310891916
22A15,1313,34,8.642011760164822
23A01,5787,162,23.874269554065297
23A02,2725,47,9.014142211162028
23A03,15217,168,8.325040210097377
23A04,2327,39,3.5776796114516327
23A05,12983,322,10.407363185406624
23A06,6270,195,16.157681751263215
24A01,1826,71,12.632800127302623
24A02,1801,49,11.685830808417428
24A03,859,44,13.0906558802136
24A04,13550,247,15.158489092393694
24A05,13365,126,10.919063581582584
24A06,4999,122,8.280205934909432
24A07,18475,140,9.370335344697446
24A08,23866,158,10.63402604818124
24A09,10397,116,11.628854375445169
24A10,19609,144,14.747849599679297
24A12,14678,182,14.015793390024417
25A01,9382,91,12.55932073281364
25A02,12548,122,20.1170366384074
25A03,11406,143,19.54113651971254
25A04,9778,128,15.96487867369454
25A05,15727,179,17.44312413895484
25A06,5501,96,17.56589809213723
25A07,37574,194,12.054444518272437
25A08,32961,276,45.74641041465772
25A09,12252,144,10.1207386426844
25A10,10093,138,12.196001210158192
25A11,17799,157,12.293288528126928
25A12,11049,85,10.855986668379952
25A13,23182,160,20.50930538843086
25A14,32861,265,21.77337658898097
25A15,24987,171,8.755649173187733
25A16,9699,156,27.586225391540378
25B01,2566,60,11.313793008646403
25B02,8706,110,12.922304990149
25B03,26871,192,17.685705585545257
25B04,996,51,21.507588240395453
25B05,13201,152,26.368542452384105
25B06,11193,132,16.92875729145286
25B07,3604,74,16.191695234296112
26A01,29554,456,42.94969936058251
26A02,30037,273,39.48526167206713
26A03,37952,657,33.71311578243312
26A04,29080,394,16.31145044198982
26A05,36377,398,50.183860719421794
26A07,34036,275,10.110225357841278
26A08,47668,488,61.466559097038385
26A09,29213,525,24.869046741690585
26A10,27134,449,35.3602745239296
26A12,19597,190,9.49345452861811
27A01,5589,176,21.281238439449115
27A02,39845,308,19.82608363311256
27A03,24332,453,17.407188384055157
27A04,20519,463,33.89913247622013
27A05,20859,257,28.775376636198303
27A06,5473,140,29.098947419550697
27A08,23194,282,24.930857630758233
27A09,42602,253,27.55448701112139
27A10,28439,280,14.873000194652866
27B01,19839,371,35.55148650905606
27B02,56356,963,24.145149505897752
27B03,26471,516,24.509666506175304
27B04,24815,624,51.507970431091266
27B05,34036,278,40.62842085409063
27B06,15823,402,50.96043212106718
28A02,23347,381,18.319850751751492
28A03,29267,998,82.74370487135107
28A04,22898,687,29.606390780702665
28A05,35857,461,27.500680744942212
28A06,1301,69,18.539909085930223
28A07,19985,345,24.09776137715069
28A08,34771,981,56.161519250060216
28A09,53865,443,28.9920899421226
28B01,43073,271,14.525269816181304
28B02,39456,335,14.497883144100811
28B03,31874,595,32.201112956141976
28B04,24550,284,13.964929381357353
28B05,40193,476,20.3241573115201
28B07,9205,190,28.830978218891747
29A03,41726,654,27.768758747021696
29A04,28539,279,15.075643895895544
29A06,15836,232,15.3846212739612
29A07,218020,876,15.091576020671598
29A10,27962,363,17.10075968095753
29A11,7162,245,23.78221576831204
29A13,20130,368,26.343258363928246
29A15,31068,365,23.964108828296308
29A16,38330,296,31.25915074296788
29B01,21624,291,33.425277858116765
29B02,36835,313,29.327218523067778
29B04,9696,175,24.975390799962383
29B05,48385,313,18.80142531344948
29B06,41428,292,25.330777564678986
29B07,34616,222,25.04456867140546
29B09,15241,134,6.60396720067916
29B10,38703,338,23.439093349440903
29B11,24692,394,10.476304262755963
30A01,40702,393,15.384332543878308
30A02,39423,416,23.521369730333284
30A03,39762,245,22.785877297627433
30A04,41180,598,10.357215729494255
30A05,31490,272,29.942071901064413
31A01,34081,319,52.93493828474264
31A02,19034,172,17.994426241623962
31A03,47902,626,37.64004658005821
31A05,51488,293,21.70262322161419
31A06,46290,442,13.115807197195144
31A07,25965,435,22.655573471647973
31A08,42050,411,15.110084612765103
31B02,22148,513,33.29506785140498
31B03,51848,647,14.476380040870744
31C02,20118,703,25.741932898752815
31C04,36196,1265,144.22012465352617
31C05,24355,604,46.1331684670288
32A01,13625,390,33.26330783166931
32A02,19966,455,48.92205334579534
32A03,12006,339,11.765484720480025
32A04,12243,470,42.07443240334583
32A06,56000,504,34.635021095555196
32A07,3439,62,40.90550042715384
32A08,35180,447,12.952529718977232
32A09,22644,770,66.75101639748894
32A10,35552,578,11.78905092495866
32A11,23282,367,28.433148010891696
32A12,27533,313,24.49445854727631
32A13,24875,408,13.731071543988769
32A14,4591,219,28.119950797079312
32A16,16677,435,25.082813898028014
32A17,9856,394,28.57203162253438
33A01,45529,351,37.91156357005154
33A02,38887,268,17.571336191282544
33A03,32967,317,17.09302712258826
33A05,30699,246,11.218393276053412
33A06,29523,275,11.459123185075478
34A01,24205,515,40.46744929619773
34A02,37605,611,22.782874091795485
34A03,37340,490,30.18294610105626
34A04,36709,1000,64.53631318172746
34A05,26082,208,21.1397078163417
34A06,40716,534,34.93456758956316
34A07,28249,436,25.62360172206006
34A09,18175,274,24.02298844305396
34A10,33973,318,14.225247131781716
34A11,42689,325,27.582963690081584
34A12,37339,442,9.89000095246704
35A01,43231,362,14.412674269108424
36A02,25815,466,61.81534405153642
36A04,9449,227,5.101659143718078
36A05,25362,689,53.37952287051128
36A06,20360,485,32.508504935136635
37A01,21476,274,32.18492776058728
37A02,35626,508,26.093406201208957
37A03,44360,515,34.406087697224265
37A04,46530,264,10.078758633969576
37A06,26797,263,34.75832097685472
37A07,9617,87,7.495894211793784
37A08,21917,439,25.998808131723063
37A09,29367,227,15.605652045555322
37A10,5200,98,12.850452854901087
37A11,21369,164,10.384971405144125
37A12,23696,663,63.059665742466095
37A13,36552,376,17.82004961529169
37A18,26232,304,38.646328699488414
37A19,43080,413,41.90296440527181
37A20,36973,402,21.967576612654337
