school_id,sample_id,sample_type,sample_weather,sample_date,remarks,weightnetto_seq_mg,isolates,libmcb,lib_size,nonbacterial,number_taxa,inverse_simpson
33,s268,dust,rain,2022-05-05,NA,128.5,NA,40213,39128,0.02698132444731803,478,110.18389579643149
34,s269,plant,norain,2022-05-12,NA,259,NA,9531,1543,0.8381072290420732,105,33.87710411360435
34,s270,plant,norain,2022-05-12,NA,165.9,x,28082,5304,0.8111245637775087,80,2.6396240252151113
34,s271,plant,norain,2022-05-12,NA,204.1,NA,12800,1270,0.90078125,75,24.48090583449699
34,s272,sand,norain,2022-05-12,NA,140.3,NA,55607,55359,0.00445987016023162,508,44.11592447951886
34,s273,dirt,norain,2022-05-12,NA,235.3,NA,2846,2836,0.00351370344342937,131,44.43539850388394
34,s274,dust,norain,2022-05-12,NA,223,x,54383,52384,0.03675781034514462,822,92.9308417788102
35,s275,plant,unknown,2022-05-05,NA,186.9,NA,3533,312,0.9116897820549108,31,16.224
35,s276,plant,unknown,2022-05-05,NA,184.6,NA,9906,3649,0.6316373914799112,109,19.53168809032407
35,s277,plant,unknown,2022-05-05,NA,141,NA,19450,9760,0.4982005141388175,47,1.4421101567382817
35,s278,sand,unknown,2022-05-05,NA,122.9,NA,37997,37242,0.01986998973603179,904,236.6760401966489
35,s279,dust,unknown,2022-05-05,NA,114.9,NA,47299,46523,0.01640626651726252,492,65.47617064556931
35,s280,dust,unknown,2022-05-05,NA,96.2,NA,37253,36970,0.00759670362118487,515,96.93911942473476
37,s281,plant,norain,2022-05-18,NA,55.2,NA,22060,456,0.9793291024478694,56,28.815964523281593
37,s282,plant,norain,2022-05-18,NA,96.9,x,25231,11235,0.554714438587452,158,21.74280525009651
37,s283,plant,norain,2022-05-18,NA,99.9,NA,79,46,0.4177215189873418,5,3.4129032258064513
37,s284,dirt,norain,2022-05-18,NA,191.1,NA,34062,32284,0.05219893136046034,817,182.99484510017643
37,s285,dust,norain,2022-05-18,NA,231.4,NA,38007,36143,0.04904359723208883,279,51.924187626045146
37,s286,dust,norain,2022-05-18,NA,266.3,x,35915,35780,0.00375887512181539,561,119.211980641636
04,s287,plant,norain,2022-05-05,NA,95.8,NA,7519,1777,0.763665381034712,91,16.976033675427797
04,s288,plant,norain,2022-05-05,NA,91.5,x,18426,1918,0.89590795614892,95,21.501689169442983
04,s289,plant,norain,2022-05-05,NA,118.5,NA,4340,1063,0.7550691244239631,74,27.23932695320975
04,s290,dirt,norain,2022-05-05,NA,175,NA,22585,21128,0.06451184414434359,528,132.60694855630038
04,s291,dirt,norain,2022-05-05,NA,291.7,NA,31765,31175,0.01857390209349913,686,96.64431260399614
04,s292,dust,norain,2022-05-05,NA,137.9,x,46299,45361,0.02025961683837664,512,82.90904400361305
26,s293,plant,norain,2022-05-06,NA,124.4,NA,6928,1305,0.811633949191686,76,17.417439684179307
26,s294,plant,norain,2022-05-06,NA,70.9,NA,10303,7159,0.30515383868776086,147,16.420077231705047
26,s295,plant,norain,2022-05-06,NA,93.3,x,9477,4176,0.5593542260208927,202,62.871250576834335
26,s296,dirt,norain,2022-05-06,NA,97.8,NA,44637,44397,0.00537670542375159,1044,300.79783316813894
26,s297,dirt,norain,2022-05-06,NA,123.5,NA,64030,62866,0.01817897860377948,919,175.32631708765885
26,s298,dust,norain,2022-05-06,NA,117.1,x,45445,41437,0.08819452084937837,603,99.40794191325836
05,s299,plant,norain,2022-05-04,NA,19.6,NA,46902,498,0.9893821159012408,18,3.185910282102667
05,s300,plant,norain,2022-05-04,NA,26.6,NA,32629,816,0.9749915719145544,10,1.7594385490212665
05,s301,plant,norain,2022-05-04,NA,37.7,NA,35549,1469,0.9586767560268924,22,5.112864132301897
05,s302,sand,norain,2022-05-04,NA,115.9,NA,35096,34438,0.01874857533622065,836,54.453933192203245
05,s303,dirt,norain,2022-05-04,NA,122.9,NA,37279,36972,0.00823519944204512,752,118.788504775425
05,s304,dust,norain,2022-05-04,NA,1.5,NA,12385,9835,0.20589422688736375,309,67.87184812773437
06,s305,plant,norain,2022-05-05,NA,164.4,NA,17695,15327,0.1338231138739757,106,2.5067271964046327
06,s306,plant,norain,2022-05-05,NA,170,NA,3208,826,0.7425187032418953,71,26.090860420650092
06,s307,plant,norain,2022-05-05,NA,149.2,NA,21178,5839,0.7242893568797809,115,8.658186479799339
06,s308,dirt/dust,norain,2022-05-05,NA,152.8,NA,34849,34700,0.00427558896955436,690,93.78569762853638
06,s309,dirt,norain,2022-05-05,NA,109.9,NA,48118,47255,0.0179350762708342,974,293.7585154758846
06,s310,dirt,norain,2022-05-05,NA,132.1,NA,55913,55215,0.01248368000286158,1061,154.19673250412174
07,s311,plant,norain,2022-05-06,NA,212.5,NA,14200,11934,0.1595774647887324,290,24.773350328947945
07,s312,plant,norain,2022-05-06,NA,196.7,NA,5821,4407,0.24291358873045868,145,18.25818281639111
07,s313,plant,norain,2022-05-06,NA,196.3,x,15146,13014,0.14076323781856595,269,15.785142835413394
07,s314,sand,norain,2022-05-06,NA,197.6,NA,42504,42196,0.0072463768115942,836,61.31987101388662
07,s315,dirt,norain,2022-05-06,NA,203.3,NA,31684,29492,0.06918318394142153,772,182.078498787927
07,s316,dust,norain,2022-05-06,NA,232.4,x,38350,37461,0.02318122555410691,1052,332.0562563606631
08,s317,plant,norain,2022-05-06,NA,47.7,NA,17479,7167,0.5899651009783169,263,59.27022554950793
08,s318,plant,norain,2022-05-06,NA,93.4,x,11853,922,0.9222137855395258,45,15.22411261148322
08,s319,plant,norain,2022-05-06,NA,49.5,NA,9006,1872,0.7921385742838108,70,24.91634315942153
08,s320,sand,norain,2022-05-06,NA,195.1,NA,34829,33345,0.04260817135145999,763,175.8906460023042
08,s321,sand,norain,2022-05-06,NA,158.9,NA,41575,40787,0.01895369813589897,717,145.74625390423188
08,s322,dust,norain,2022-05-06,NA,56.2,x,46539,35776,0.2312683985474548,433,7.997938406030933
