count,sample_id,taxon_id
18,s312,t21
20,s313,t21
259,s317,t21
34,s318,t21
36,s319,t21
323,s320,t21
74,s321,t21
256,s322,t21
207,s138,t22
260,s139,t22
105,s140,t22
38,s142,t22
49,s143,t22
21,s145,t22
72,s146,t22
46,s147,t22
26,s148,t22
62,s150,t22
177,s151,t22
154,s152,t22
54,s153,t22
38,s154,t22
30,s156,t22
24,s159,t22
44,s160,t22
92,s168,t22
206,s169,t22
56,s171,t22
35,s172,t22
58,s180,t22
54,s184,t22
59,s186,t22
9,s187,t22
36,s190,t22
19,s192,t22
100,s194,t22
31,s195,t22
104,s196,t22
422,s198,t22
133,s199,t22
353,s200,t22
32,s201,t22
30,s203,t22
123,s211,t22
992,s212,t22
28,s215,t22
27,s216,t22
32,s217,t22
540,s221,t22
244,s222,t22
411,s223,t22
52,s224,t22
33,s227,t22
28,s228,t22
23,s230,t22
457,s231,t22
166,s233,t22
3909,s234,t22
505,s236,t22
15,s242,t22
25,s245,t22
41,s246,t22
1355,s247,t22
341,s251,t22
24,s252,t22
64,s258,t22
152,s263,t22
178,s270,t22
11,s271,t22
39,s274,t22
36,s275,t22
23,s276,t22
23,s277,t22
122,s282,t22
20,s283,t22
354,s287,t22
6,s293,t22
408,s294,t22
174,s295,t22
532,s301,t22
28,s302,t22
29,s303,t22
22,s307,t22
2033,s311,t22
850,s312,t22
2906,s313,t22
194,s315,t22
14,s317,t22
78,s319,t22
16,s150,t23
10,s153,t23
61,s161,t23
67,s162,t23
228,s163,t23
196,s164,t23
83,s172,t23
17,s174,t23
36,s184,t23
31,s194,t23
131,s198,t23
21,s199,t23
25,s200,t23
31,s203,t23
11,s208,t23
24,s209,t23
2415,s210,t23
16,s212,t23
50,s224,t23
169,s225,t23
17,s226,t23
16,s231,t23
16,s238,t23
11,s242,t23
24,s250,t23
81,s254,t23
38,s255,t23
33,s256,t23
7,s258,t23
13,s272,t23
11,s281,t23
23,s286,t23
14,s292,t23
38,s294,t23
32,s296,t23
30,s297,t23
93,s298,t23
41,s302,t23
27,s305,t23
31,s309,t23
31,s311,t23
27,s313,t23
34,s315,t23
20,s161,t24
18,s163,t24
31,s164,t24
52,s172,t24
15,s183,t24
15,s191,t24
11,s192,t24
15,s198,t24
134,s210,t24
24,s225,t24
27,s238,t24
190,s254,t24
10,s282,t24
13,s286,t24
3,s289,t24
44,s305,t24
34,s311,t24
14,s312,t24
12,s313,t24
22,s139,t25
1011,s141,t25
103,s142,t25
80,s143,t25
1099,s147,t25
49,s151,t25
58,s152,t25
179,s153,t25
564,s154,t25
84,s155,t25
23,s156,t25
48,s160,t25
115,s161,t25
55,s162,t25
58,s165,t25
333,s166,t25
610,s171,t25
557,s177,t25
262,s178,t25
220,s179,t25
58,s183,t25
76,s184,t25
147,s185,t25
39,s189,t25
33,s190,t25
46,s191,t25
700,s195,t25
57,s197,t25
415,s198,t25
227,s199,t25
240,s200,t25
244,s201,t25
67,s202,t25
292,s203,t25
30,s204,t25
48,s208,t25
70,s209,t25
57,s210,t25
97,s211,t25
134,s213,t25
316,s214,t25
9,s216,t25
91,s218,t25
22,s219,t25
171,s225,t25
492,s226,t25
218,s230,t25
66,s231,t25
120,s232,t25
193,s234,t25
284,s236,t25
56,s237,t25
105,s238,t25
552,s242,t25
514,s243,t25
105,s244,t25
63,s247,t25
13,s253,t25
107,s254,t25
111,s255,t25
91,s256,t25
99,s260,t25
306,s262,t25
145,s268,t25
46,s272,t25
194,s274,t25
19,s277,t25
1231,s279,t25
200,s280,t25
33,s281,t25
31,s285,t25
216,s286,t25
63,s291,t25
115,s292,t25
40,s293,t25
23,s294,t25
270,s296,t25
227,s297,t25
135,s298,t25
131,s302,t25
61,s303,t25
10,s304,t25
54,s307,t25
928,s308,t25
145,s309,t25
75,s310,t25
56,s311,t25
38,s313,t25
243,s314,t25
94,s315,t25
172,s316,t25
44,s317,t25
48,s320,t25
264,s321,t25
52,s322,t25
13,s139,t26
11,s140,t26
17,s141,t26
232,s143,t26
8,s146,t26
16,s154,t26
87,s155,t26
52,s157,t26
186,s161,t26
23,s162,t26
31,s163,t26
28,s164,t26
5,s171,t26
153,s173,t26
8,s174,t26
7,s175,t26
11,s176,t26
442,s177,t26
25,s178,t26
51,s179,t26
6,s180,t26
10,s182,t26
40,s183,t26
136,s185,t26
3,s188,t26
169,s189,t26
79,s191,t26
56,s195,t26
14,s201,t26
232,s203,t26
309,s207,t26
297,s209,t26
5,s213,t26
593,s218,t26
7,s222,t26
13,s223,t26
398,s224,t26
583,s225,t26
438,s226,t26
20,s230,t26
28,s231,t26
160,s232,t26
39,s234,t26
9,s236,t26
120,s238,t26
10,s243,t26
178,s244,t26
24,s247,t26
51,s248,t26
23,s249,t26
46,s250,t26
206,s254,t26
534,s255,t26
1109,s256,t26
31,s260,t26
200,s262,t26
755,s268,t26
56,s272,t26
1214,s279,t26
1279,s280,t26
212,s282,t26
47,s285,t26
1265,s286,t26
944,s292,t26
20,s295,t26
21,s296,t26
1295,s297,t26
666,s298,t26
54,s304,t26
29,s308,t26
445,s309,t26
618,s310,t26
32,s311,t26
10,s312,t26
13,s313,t26
14,s315,t26
121,s316,t26
61,s317,t26
7,s318,t26
50,s320,t26
375,s321,t26
123,s322,t26
623,s141,t27
135,s142,t27
69,s143,t27
1702,s147,t27
35,s150,t27
156,s153,t27
141,s154,t27
169,s155,t27
37,s157,t27
92,s160,t27
76,s161,t27
29,s162,t27
205,s166,t27
799,s171,t27
677,s177,t27
432,s178,t27
176,s179,t27
116,s183,t27
24,s194,t27
581,s195,t27
119,s198,t27
48,s199,t27
85,s200,t27
511,s201,t27
136,s202,t27
161,s203,t27
122,s209,t27
44,s211,t27
17,s212,t27
214,s213,t27
69,s214,t27
151,s224,t27
193,s230,t27
78,s231,t27
47,s233,t27
118,s234,t27
482,s236,t27
143,s238,t27
861,s242,t27
455,s243,t27
42,s258,t27
133,s260,t27
468,s262,t27
29,s269,t27
33,s270,t27
21,s271,t27
451,s272,t27
970,s274,t27
147,s279,t27
21,s281,t27
164,s286,t27
34,s287,t27
33,s288,t27
55,s289,t27
77,s290,t27
226,s291,t27
111,s292,t27
78,s293,t27
329,s296,t27
307,s297,t27
176,s298,t27
214,s303,t27
18,s305,t27
18,s306,t27
41,s307,t27
663,s308,t27
300,s309,t27
50,s310,t27
999,s314,t27
74,s315,t27
141,s316,t27
128,s161,t28
79,s162,t28
191,s163,t28
459,s164,t28
68,s173,t28
11,s181,t28
301,s197,t28
723,s225,t28
270,s226,t28
14,s229,t28
105,s232,t28
134,s238,t28
13,s240,t28
100,s244,t28
120,s254,t28
85,s262,t28
68,s268,t28
141,s280,t28
95,s298,t28
26,s191,t29
7,s192,t29
32,s210,t29
23,s226,t29
23,s254,t29
35,s255,t29
30,s256,t29
11,s268,t29
12,s292,t29
69,s293,t29
63,s294,t29
42,s295,t29
20,s297,t29
7,s301,t29
22,s308,t29
198,s141,t30
66,s142,t30
122,s143,t30
154,s147,t30
42,s152,t30
37,s153,t30
187,s154,t30
233,s155,t30
92,s161,t30
27,s165,t30
91,s166,t30
62,s171,t30
122,s172,t30
323,s177,t30
37,s178,t30
133,s179,t30
48,s183,t30
26,s184,t30
84,s185,t30
28,s189,t30
21,s191,t30
55,s195,t30
64,s197,t30
23,s198,t30
59,s202,t30
188,s203,t30
33,s207,t30
16,s208,t30
152,s209,t30
51,s213,t30
164,s218,t30
459,s224,t30
263,s225,t30
764,s226,t30
68,s230,t30
79,s231,t30
75,s232,t30
105,s234,t30
410,s236,t30
541,s238,t30
137,s242,t30
161,s243,t30
238,s244,t30
89,s250,t30
81,s254,t30
177,s255,t30
152,s256,t30
71,s262,t30
142,s268,t30
3106,s272,t30
159,s274,t30
443,s279,t30
415,s280,t30
60,s282,t30
38,s285,t30
768,s286,t30
14,s287,t30
20,s288,t30
48,s291,t30
148,s292,t30
15,s294,t30
109,s296,t30
481,s297,t30
546,s298,t30
124,s302,t30
36,s304,t30
161,s308,t30
497,s309,t30
227,s310,t30
27,s311,t30
210,s314,t30
191,s315,t30
30,s316,t30
52,s317,t30
182,s320,t30
657,s321,t30
87,s322,t30
32,s161,t31
30,s162,t31
23,s163,t31
24,s191,t31
37,s198,t31
25,s210,t31
11,s214,t31
86,s228,t31
42,s231,t31
317,s250,t31
69,s254,t31
53,s256,t31
5,s270,t31
13,s282,t31
94,s285,t31
41,s297,t31
265,s298,t31
40,s299,t31
8,s143,t32
30,s151,t32
6,s156,t32
42,s161,t32
644,s162,t32
7891,s163,t32
2253,s164,t32
27,s166,t32
38,s172,t32
2,s175,t32
9,s184,t32
34,s191,t32
50,s203,t32
29,s225,t32
9,s226,t32
576,s234,t32
46,s248,t32
74,s250,t32
34,s254,t32
14,s287,t32
153,s298,t32
32,s322,t32
20,s141,t34
27,s142,t34
173,s143,t34
3,s152,t34
9,s153,t34
10,s154,t34
36,s155,t34
3,s160,t34
74,s161,t34
32,s173,t34
59,s177,t34
15,s178,t34
143,s184,t34
250,s185,t34
4,s188,t34
59,s189,t34
142,s191,t34
6,s194,t34
23,s197,t34
29,s198,t34
8,s199,t34
100,s200,t34
6,s201,t34
11,s202,t34
80,s203,t34
393,s207,t34
258,s209,t34
21,s213,t34
286,s218,t34
8,s221,t34
87,s224,t34
30,s225,t34
109,s226,t34
19,s231,t34
110,s232,t34
90,s238,t34
1482,s244,t34
62,s249,t34
179,s254,t34
230,s255,t34
669,s256,t34
354,s260,t34
1052,s262,t34
17,s263,t34
28,s265,t34
109,s267,t34
1521,s268,t34
34,s271,t34
8,s272,t34
41,s274,t34
159,s279,t34
127,s280,t34
19,s285,t34
43,s286,t34
395,s292,t34
58,s295,t34
11,s296,t34
1104,s297,t34
397,s298,t34
6,s302,t34
178,s309,t34
1630,s310,t34
24,s311,t34
10,s313,t34
4,s314,t34
1201,s315,t34
836,s316,t34
41,s317,t34
59,s320,t34
103,s321,t34
140,s322,t34
614,s141,t35
122,s143,t35
66,s151,t35
104,s152,t35
460,s153,t35
748,s154,t35
138,s155,t35
92,s156,t35
54,s157,t35
187,s161,t35
211,s162,t35
126,s163,t35
270,s164,t35
95,s165,t35
680,s166,t35
161,s171,t35
48,s173,t35
39,s174,t35
782,s177,t35
40,s182,t35
50,s197,t35
192,s211,t35
267,s213,t35
251,s214,t35
32,s220,t35
161,s233,t35
392,s234,t35
55,s235,t35
795,s236,t35
174,s238,t35
23,s240,t35
2173,s242,t35
1330,s243,t35
226,s244,t35
102,s260,t35
305,s262,t35
14,s263,t35
198,s272,t35
213,s274,t35
78,s285,t35
727,s286,t35
40,s292,t35
27,s294,t35
68,s295,t35
186,s296,t35
152,s297,t35
115,s298,t35
56,s307,t35
934,s308,t35
409,s309,t35
119,s310,t35
42,s311,t35
255,s314,t35
132,s316,t35
421,s321,t35
71,s322,t35
19,s139,t36
27,s140,t36
822,s141,t36
741,s143,t36
366,s147,t36
24,s150,t36
28,s152,t36
58,s153,t36
119,s154,t36
179,s155,t36
