count,sample_id,taxon_id
2,s71,t3395
6,s72,t3395
3,s86,t3395
6,s96,t3395
10,s100,t3395
10,s125,t3395
15,s129,t3395
11,s160,t3395
11,s191,t3395
11,s200,t3395
5,s207,t3395
9,s209,t3395
56,s216,t3395
8,s219,t3395
17,s230,t3395
18,s257,t3395
7,s261,t3395
8,s266,t3395
11,s269,t3395
6,s275,t3395
6,s297,t3395
3,s298,t3395
3,s299,t3395
4,s300,t3395
13,s301,t3395
31,s310,t3395
12,s312,t3395
34,s315,t3395
14,s316,t3395
56,s319,t3395
7,s320,t3395
9,s321,t3395
16,s322,t3395
24,s323,t3395
6,s324,t3395
15,s331,t3395
13,s334,t3395
4,s346,t3395
48,s13,t16979
5,s21,t16979
38,s24,t16979
15,s25,t16979
93,s35,t16979
9,s55,t16979
31,s65,t16979
12,s73,t16979
12,s101,t16979
4,s127,t16979
131,s146,t16979
25,s166,t16979
22,s171,t16979
34,s176,t16979
18,s187,t16979
10,s206,t16979
28,s275,t16979
6,s287,t16979
14,s292,t16979
3,s294,t16979
27,s301,t16979
6,s302,t16979
19,s319,t16979
12,s321,t16979
8,s332,t16979
5,s341,t16979
14,s343,t16979
11,s9,t10754
46,s10,t10754
63,s12,t10754
30,s24,t10754
14,s26,t10754
46,s33,t10754
16,s37,t10754
7,s47,t10754
8,s58,t10754
23,s64,t10754
7,s71,t10754
11,s90,t10754
4,s125,t10754
30,s129,t10754
54,s216,t10754
7,s217,t10754
5,s233,t10754
17,s245,t10754
20,s254,t10754
30,s255,t10754
17,s270,t10754
13,s295,t10754
15,s297,t10754
38,s301,t10754
7,s310,t10754
24,s313,t10754
37,s319,t10754
28,s13,t19267
30,s16,t19267
15,s43,t19267
9,s50,t19267
22,s62,t19267
88,s64,t19267
52,s85,t19267
11,s100,t19267
3,s176,t19267
11,s210,t19267
108,s237,t19267
219,s295,t19267
37,s301,t19267
14,s319,t19267
31,s90,t3879
23,s155,t3879
40,s192,t3879
81,s231,t3879
305,s304,t3879
23,s318,t3879
15,s321,t3879
11,s23,t22049
77,s53,t22049
38,s75,t22049
22,s83,t22049
7,s203,t22049
6,s211,t22049
5,s223,t22049
62,s268,t22049
64,s271,t22049
157,s275,t22049
39,s282,t22049
10,s299,t22049
24,s301,t22049
26,s311,t22049
22,s332,t22049
43,s3,t20879
45,s12,t20879
72,s14,t20879
10,s120,t20879
6,s234,t20879
29,s254,t20879
415,s281,t20879
19,s333,t20879
43,s12,t20807
8,s71,t20807
50,s76,t20807
44,s94,t20807
14,s125,t20807
38,s181,t20807
74,s183,t20807
51,s197,t20807
28,s262,t20807
188,s263,t20807
11,s266,t20807
11,s290,t20807
4,s292,t20807
10,s307,t20807
61,s334,t20807
77,s12,t19745
52,s20,t19745
9,s21,t19745
26,s47,t19745
24,s65,t19745
104,s67,t19745
23,s71,t19745
37,s80,t19745
23,s132,t19745
3,s154,t19745
52,s162,t19745
22,s184,t19745
12,s207,t19745
19,s246,t19745
13,s248,t19745
25,s272,t19745
6,s292,t19745
38,s293,t19745
22,s297,t19745
8,s307,t19745
16,s1,t20082
12,s18,t20082
11,s46,t20082
31,s213,t20082
139,s268,t20082
21,s293,t20082
403,s309,t20082
9,s4,t9256
44,s5,t9256
40,s14,t9256
3,s18,t9256
28,s43,t9256
30,s53,t9256
9,s55,t9256
49,s65,t9256
4,s81,t9256
24,s90,t9256
10,s103,t9256
20,s119,t9256
40,s170,t9256
3,s174,t9256
4,s240,t9256
5,s243,t9256
25,s244,t9256
37,s252,t9256
8,s255,t9256
37,s271,t9256
23,s301,t9256
8,s310,t9256
7,s311,t9256
12,s320,t9256
7,s326,t9256
23,s327,t9256
2,s329,t9256
36,s17,t21613
10,s25,t21613
15,s30,t21613
58,s34,t21613
20,s35,t21613
23,s37,t21613
13,s51,t21613
9,s55,t21613
8,s58,t21613
17,s61,t21613
7,s62,t21613
10,s64,t21613
17,s72,t21613
50,s170,t21613
10,s192,t21613
16,s210,t21613
8,s211,t21613
107,s221,t21613
21,s228,t21613
13,s251,t21613
6,s266,t21613
10,s278,t21613
12,s280,t21613
34,s282,t21613
11,s290,t21613
23,s301,t21613
11,s322,t21613
19,s323,t21613
18,s338,t21613
627,s304,t21203
40,s10,t12651
52,s12,t12651
10,s14,t12651
17,s15,t12651
51,s19,t12651
19,s20,t12651
6,s21,t12651
3,s30,t12651
12,s34,t12651
9,s261,t12651
19,s262,t12651
12,s268,t12651
12,s269,t12651
12,s272,t12651
51,s273,t12651
4,s274,t12651
32,s275,t12651
157,s280,t12651
65,s281,t12651
4,s283,t12651
7,s285,t12651
20,s286,t12651
4,s299,t12651
4,s28,t3917
12,s66,t3917
7,s116,t3917
4,s129,t3917
24,s160,t3917
35,s198,t3917
78,s210,t3917
384,s218,t3917
48,s258,t3917
11,s316,t3917
4,s345,t3917
7,s346,t3917
617,s272,t20334
84,s4,t7205
16,s25,t7205
33,s32,t7205
13,s50,t7205
10,s57,t7205
11,s65,t7205
6,s81,t7205
23,s83,t7205
23,s88,t7205
5,s94,t7205
14,s103,t7205
26,s125,t7205
13,s127,t7205
16,s166,t7205
5,s203,t7205
9,s215,t7205
20,s216,t7205
13,s230,t7205
12,s261,t7205
13,s262,t7205
17,s271,t7205
38,s280,t7205
9,s290,t7205
13,s305,t7205
32,s326,t7205
15,s329,t7205
40,s330,t7205
11,s334,t7205
91,s83,t22007
6,s102,t22007
10,s109,t22007
24,s116,t22007
30,s158,t22007
10,s170,t22007
7,s183,t22007
10,s212,t22007
6,s220,t22007
47,s244,t22007
10,s269,t22007
158,s271,t22007
24,s275,t22007
45,s301,t22007
58,s309,t22007
9,s310,t22007
8,s326,t22007
24,s332,t22007
31,s18,t21057
22,s116,t21057
40,s124,t21057
22,s139,t21057
56,s146,t21057
46,s198,t21057
11,s226,t21057
114,s269,t21057
31,s271,t21057
10,s284,t21057
18,s286,t21057
29,s290,t21057
28,s317,t21057
138,s345,t21057
11,s3,t23588
7,s8,t23588
21,s16,t23588
16,s17,t23588
117,s32,t23588
4,s56,t23588
21,s57,t23588
13,s63,t23588
39,s68,t23588
12,s73,t23588
5,s120,t23588
16,s129,t23588
56,s178,t23588
15,s192,t23588
2,s194,t23588
7,s200,t23588
18,s223,t23588
7,s225,t23588
11,s227,t23588
13,s232,t23588
4,s241,t23588
15,s255,t23588
22,s279,t23588
6,s289,t23588
17,s292,t23588
56,s301,t23588
5,s302,t23588
20,s314,t23588
5,s316,t23588
16,s323,t23588
12,s335,t23588
44,s4,t10696
12,s8,t10696
16,s27,t10696
5,s43,t10696
7,s94,t10696
32,s107,t10696
5,s147,t10696
4,s218,t10696
34,s225,t10696
19,s240,t10696
76,s256,t10696
33,s264,t10696
6,s280,t10696
64,s287,t10696
41,s302,t10696
112,s304,t10696
96,s308,t10696
4,s9,t10206
12,s12,t10206
52,s13,t10206
12,s37,t10206
31,s46,t10206
40,s47,t10206
11,s52,t10206
13,s71,t10206
12,s73,t10206
10,s110,t10206
13,s161,t10206
15,s182,t10206
11,s208,t10206
14,s212,t10206
14,s222,t10206
6,s253,t10206
13,s254,t10206
10,s255,t10206
21,s256,t10206
6,s263,t10206
8,s272,t10206
30,s300,t10206
111,s301,t10206
14,s305,t10206
12,s307,t10206
14,s309,t10206
80,s319,t10206
8,s340,t10206
9,s343,t10206
23,s11,t20339
44,s16,t20339
66,s37,t20339
126,s82,t20339
27,s184,t20339
6,s186,t20339
109,s287,t20339
123,s294,t20339
82,s324,t20339
17,s1,t16487
2,s7,t16487
5,s18,t16487
46,s30,t16487
3,s31,t16487
8,s55,t16487
31,s91,t16487
3,s102,t16487
6,s103,t16487
8,s116,t16487
11,s133,t16487
7,s154,t16487
32,s173,t16487
3,s181,t16487
3,s213,t16487
26,s223,t16487
7,s237,t16487
2,s244,t16487
2,s245,t16487
11,s251,t16487
5,s256,t16487
4,s264,t16487
26,s265,t16487
12,s271,t16487
21,s295,t16487
5,s298,t16487
17,s299,t16487
76,s301,t16487
5,s303,t16487
81,s309,t16487
9,s311,t16487
13,s325,t16487
85,s327,t16487
6,s341,t16487
83,s16,t9079
95,s63,t9079
39,s76,t9079
15,s82,t9079
30,s147,t9079
32,s212,t9079
181,s251,t9079
130,s301,t9079
38,s20,t20067
72,s24,t20067
40,s120,t20067
12,s132,t20067
36,s198,t20067
18,s230,t20067
45,s261,t20067
16,s273,t20067
97,s281,t20067
33,s282,t20067
15,s283,t20067
19,s289,t20067
49,s310,t20067
94,s338,t20067
21,s340,t20067
5,s11,t8929
33,s13,t8929
40,s32,t8929
25,s39,t8929
10,s92,t8929
8,s122,t8929
51,s123,t8929
11,s187,t8929
109,s192,t8929
5,s197,t8929
2,s208,t8929
7,s209,t8929
46,s223,t8929
7,s229,t8929
11,s240,t8929
5,s264,t8929
30,s298,t8929
17,s310,t8929
48,s327,t8929
48,s12,t11631
13,s17,t11631
18,s35,t11631
9,s44,t11631
22,s59,t11631
11,s65,t11631
29,s70,t11631
8,s80,t11631
7,s154,t11631
32,s156,t11631
44,s158,t11631
31,s160,t11631
28,s166,t11631
27,s168,t11631
52,s170,t11631
10,s177,t11631
46,s206,t11631
18,s210,t11631
21,s239,t11631
17,s246,t11631
9,s275,t11631
22,s289,t11631
24,s290,t11631
10,s298,t11631
15,s302,t11631
33,s307,t11631
61,s47,t23750
31,s56,t23750
12,s59,t23750
6,s63,t23750
93,s84,t23750
103,s85,t23750
38,s86,t23750
12,s199,t23750
7,s232,t23750
5,s244,t23750
21,s254,t23750
12,s262,t23750
99,s263,t23750
24,s270,t23750
2,s279,t23750
35,s295,t23750
12,s300,t23750
6,s325,t23750
4,s327,t23750
4,s332,t23750
6,s123,t12222
54,s135,t12222
189,s255,t12222
319,s259,t12222
8,s289,t12222
12,s306,t12222
7,s309,t12222
2,s326,t12222
19,s4,t330
27,s17,t330
11,s21,t330
18,s32,t330
2,s35,t330
20,s37,t330
9,s45,t330
8,s51,t330
44,s58,t330
33,s63,t330
42,s123,t330
12,s129,t330
2,s176,t330
7,s178,t330
3,s193,t330
13,s203,t330
9,s225,t330
6,s227,t330
13,s251,t330
7,s255,t330
3,s273,t330
28,s279,t330
25,s289,t330
18,s294,t330
37,s297,t330
100,s301,t330
14,s305,t330
18,s317,t330
4,s321,t330
33,s329,t330
541,s11,t21490
55,s12,t21490
10,s2,t16768
18,s7,t16768
5,s19,t16768
99,s20,t16768
16,s59,t16768
28,s109,t16768
97,s191,t16768
13,s282,t16768
101,s297,t16768
11,s307,t16768
88,s319,t16768
87,s321,t16768
21,s342,t16768
10,s2,t4432
45,s5,t4432
7,s10,t4432
9,s20,t4432
5,s30,t4432
17,s32,t4432
23,s62,t4432
7,s64,t4432
12,s66,t4432
14,s67,t4432
7,s70,t4432
11,s73,t4432
20,s80,t4432
13,s86,t4432
11,s88,t4432
5,s116,t4432
4,s132,t4432
15,s210,t4432
7,s246,t4432
109,s254,t4432
10,s266,t4432
16,s270,t4432
98,s275,t4432
12,s280,t4432
7,s287,t4432
11,s289,t4432
13,s301,t4432
17,s310,t4432
5,s316,t4432
7,s323,t4432
5,s326,t4432
30,s329,t4432
7,s4,t20163
10,s6,t20163
9,s15,t20163
15,s17,t20163
3,s31,t20163
15,s73,t20163
5,s79,t20163
15,s83,t20163
13,s85,t20163
26,s129,t20163
28,s131,t20163
7,s132,t20163
7,s177,t20163
2,s217,t20163
12,s221,t20163
17,s255,t20163
12,s269,t20163
16,s271,t20163
26,s279,t20163
28,s282,t20163
20,s287,t20163
8,s290,t20163
17,s291,t20163
32,s301,t20163
35,s304,t20163
99,s305,t20163
35,s312,t20163
9,s317,t20163
6,s318,t20163
42,s329,t20163
7,s332,t20163
6,s341,t20163
4,s3,t12681
6,s5,t12681
10,s10,t12681
91,s12,t12681
10,s13,t12681
13,s14,t12681
11,s17,t12681
7,s20,t12681
20,s23,t12681
65,s24,t12681
26,s32,t12681
7,s42,t12681
4,s46,t12681
14,s53,t12681
8,s58,t12681
20,s65,t12681
7,s66,t12681
12,s70,t12681
9,s78,t12681
9,s84,t12681
13,s133,t12681
10,s160,t12681
21,s161,t12681
16,s170,t12681
2,s207,t12681
3,s231,t12681
3,s256,t12681
10,s260,t12681
14,s262,t12681
4,s264,t12681
6,s268,t12681
9,s272,t12681
10,s276,t12681
11,s279,t12681
46,s280,t12681
11,s281,t12681
14,s282,t12681
10,s290,t12681
302,s98,t4373
283,s301,t4373
31,s8,t23766
7,s9,t23766
63,s34,t23766
23,s36,t23766
38,s69,t23766
24,s96,t23766
47,s102,t23766
30,s107,t23766
78,s146,t23766
24,s179,t23766
26,s188,t23766
50,s268,t23766
56,s304,t23766
24,s323,t23766
20,s336,t23766
12,s24,t6834
22,s30,t6834
8,s55,t6834
62,s56,t6834
82,s88,t6834
20,s91,t6834
17,s129,t6834
9,s133,t6834
13,s182,t6834
19,s183,t6834
27,s191,t6834
13,s215,t6834
17,s219,t6834
10,s222,t6834
10,s265,t6834
40,s275,t6834
16,s305,t6834
19,s306,t6834
102,s318,t6834
15,s340,t6834
6,s27,t18624
40,s32,t18624
6,s57,t18624
6,s63,t18624
32,s65,t18624
11,s67,t18624
16,s72,t18624
7,s75,t18624
5,s90,t18624
29,s110,t18624
12,s119,t18624
51,s133,t18624
33,s213,t18624
29,s237,t18624
133,s251,t18624
59,s282,t18624
10,s287,t18624
73,s339,t18624
30,s11,t10910
30,s85,t10910
22,s201,t10910
21,s220,t10910
27,s221,t10910
35,s261,t10910
24,s268,t10910
30,s272,t10910
62,s281,t10910
11,s303,t10910
14,s306,t10910
38,s310,t10910
67,s315,t10910
32,s339,t10910
19,s341,t10910
117,s343,t10910
9,s2,t23855
85,s11,t23855
6,s14,t23855
15,s30,t23855
16,s53,t23855
15,s56,t23855
3,s66,t23855
33,s86,t23855
32,s145,t23855
4,s209,t23855
13,s248,t23855
259,s294,t23855
10,s301,t23855
9,s339,t23855
22,s13,t6402
14,s15,t6402
31,s20,t6402
7,s56,t6402
16,s59,t6402
10,s115,t6402
15,s116,t6402
10,s119,t6402
21,s120,t6402
20,s127,t6402
31,s129,t6402
7,s158,t6402
7,s178,t6402
28,s216,t6402
37,s219,t6402
10,s236,t6402
44,s255,t6402
48,s257,t6402
9,s258,t6402
24,s260,t6402
15,s264,t6402
20,s270,t6402
14,s273,t6402
7,s277,t6402
10,s284,t6402
14,s297,t6402
19,s309,t6402
18,s339,t6402
17,s342,t6402
22,s346,t6402
8,s1,t17467
11,s4,t17467
8,s22,t17467
24,s24,t17467
5,s50,t17467
5,s52,t17467
48,s53,t17467
17,s55,t17467
4,s62,t17467
20,s64,t17467
2,s65,t17467
6,s66,t17467
5,s72,t17467
3,s77,t17467
5,s79,t17467
19,s84,t17467
8,s129,t17467
4,s143,t17467
4,s177,t17467
5,s203,t17467
26,s212,t17467
22,s213,t17467
13,s230,t17467
14,s241,t17467
122,s248,t17467
5,s300,t17467
27,s301,t17467
19,s309,t17467
9,s315,t17467
10,s316,t17467
20,s320,t17467
8,s327,t17467
2,s332,t17467
212,s4,t23682
53,s30,t23682
51,s38,t23682
31,s66,t23682
29,s191,t23682
43,s287,t23682
128,s301,t23682
26,s319,t23682
80,s169,t4363
251,s197,t4363
80,s198,t4363
72,s316,t4363
5,s1,t17486
24,s4,t17486
12,s8,t17486
14,s17,t17486
29,s20,t17486
31,s39,t17486
28,s57,t17486
7,s88,t17486
27,s96,t17486
8,s141,t17486
22,s176,t17486
6,s178,t17486
17,s197,t17486
11,s212,t17486
19,s223,t17486
23,s241,t17486
27,s251,t17486
13,s279,t17486
63,s285,t17486
5,s293,t17486
28,s294,t17486
60,s301,t17486
14,s309,t17486
7,s317,t17486
9,s321,t17486
16,s327,t17486
300,s179,t14516
268,s342,t14516
32,s30,t12365
26,s45,t12365
69,s55,t12365
27,s62,t12365
106,s85,t12365
163,s156,t12365
14,s228,t12365
16,s240,t12365
34,s243,t12365
26,s249,t12365
24,s310,t12365
29,s323,t12365
18,s39,t10203
36,s53,t10203
12,s55,t10203
7,s58,t10203
6,s64,t10203
13,s66,t10203
13,s84,t10203
4,s93,t10203
7,s138,t10203
31,s158,t10203
7,s163,t10203
28,s166,t10203
10,s205,t10203
18,s210,t10203
6,s271,t10203
21,s275,t10203
40,s280,t10203
13,s282,t10203
6,s284,t10203
94,s290,t10203
4,s299,t10203
64,s301,t10203
16,s310,t10203
13,s341,t10203
29,s8,t23857
19,s21,t23857
32,s63,t23857
39,s66,t23857
22,s69,t23857
18,s82,t23857
65,s96,t23857
16,s232,t23857
279,s301,t23857
57,s12,t9791
17,s33,t9791
11,s56,t9791
8,s70,t9791
19,s116,t9791
10,s129,t9791
6,s183,t9791
14,s208,t9791
29,s211,t9791
44,s255,t9791
47,s257,t9791
9,s258,t9791
19,s260,t9791
12,s262,t9791
13,s278,t9791
2,s279,t9791
20,s281,t9791
7,s282,t9791
27,s286,t9791
20,s290,t9791
38,s293,t9791
6,s295,t9791
77,s297,t9791
5,s298,t9791
13,s309,t9791
11,s323,t9791
8,s324,t9791
11,s342,t9791
560,s248,t9019
352,s24,t19643
3,s53,t19643
10,s62,t19643
20,s109,t19643
8,s170,t19643
20,s254,t19643
8,s271,t19643
112,s275,t19643
9,s336,t19643
44,s4,t12738
6,s5,t12738
15,s17,t12738
5,s26,t12738
20,s37,t12738
27,s68,t12738
3,s73,t12738
6,s75,t12738
28,s76,t12738
89,s122,t12738
9,s125,t12738
21,s173,t12738
12,s184,t12738
54,s187,t12738
6,s194,t12738
10,s197,t12738
6,s200,t12738
2,s224,t12738
14,s240,t12738
4,s254,t12738
15,s266,t12738
31,s271,t12738
15,s278,t12738
5,s310,t12738
53,s317,t12738
33,s322,t12738
24,s338,t12738
63,s15,t15786
10,s70,t15786
69,s110,t15786
48,s211,t15786
93,s256,t15786
58,s268,t15786
91,s271,t15786
55,s280,t15786
16,s301,t15786
7,s8,t21773
147,s177,t21773
76,s188,t21773
17,s232,t21773
10,s250,t21773
28,s256,t21773
20,s264,t21773
24,s293,t21773
25,s301,t21773
10,s304,t21773
62,s334,t21773
14,s336,t21773
200,s38,t19743
22,s47,t19743
39,s67,t19743
42,s70,t19743
42,s72,t19743
34,s88,t19743
11,s105,t19743
48,s221,t19743
18,s290,t19743
100,s331,t19743
10,s73,t16763
546,s271,t16763
6,s70,t13598
23,s72,t13598
58,s105,t13598
75,s257,t13598
101,s286,t13598
48,s293,t13598
118,s295,t13598
51,s313,t13598
25,s316,t13598
42,s322,t13598
7,s345,t13598
29,s13,t15849
10,s20,t15849
56,s35,t15849
13,s58,t15849
57,s110,t15849
33,s144,t15849
11,s171,t15849
36,s206,t15849
26,s210,t15849
2,s222,t15849
29,s266,t15849
72,s272,t15849
41,s275,t15849
138,s279,t15849
75,s25,t22684
74,s28,t22684
212,s270,t22684
190,s333,t22684
70,s53,t19577
33,s83,t19577
30,s85,t19577
134,s103,t19577
13,s138,t19577
27,s139,t19577
23,s159,t19577
10,s207,t19577
20,s243,t19577
54,s286,t19577
22,s321,t19577
13,s6,t3900
21,s10,t3900
14,s43,t3900
23,s47,t3900
32,s62,t3900
23,s72,t3900
12,s142,t3900
353,s284,t3900
58,s342,t3900
32,s1,t18623
15,s5,t18623
17,s16,t18623
5,s23,t18623
55,s64,t18623
11,s96,t18623
25,s177,t18623
2,s232,t18623
25,s241,t18623
54,s282,t18623
31,s295,t18623
85,s301,t18623
30,s311,t18623
47,s325,t18623
16,s336,t18623
13,s2,t7459
7,s5,t7459
18,s10,t7459
7,s12,t7459
12,s17,t7459
4,s18,t7459
5,s21,t7459
6,s38,t7459
11,s42,t7459
11,s47,t7459
3,s49,t7459
4,s50,t7459
8,s51,t7459
12,s62,t7459
5,s64,t7459
3,s76,t7459
12,s77,t7459
4,s84,t7459
13,s88,t7459
9,s96,t7459
9,s126,t7459
8,s139,t7459
3,s143,t7459
6,s206,t7459
3,s208,t7459
13,s210,t7459
5,s215,t7459
8,s216,t7459
5,s219,t7459
2,s234,t7459
4,s242,t7459
4,s243,t7459
19,s245,t7459
7,s246,t7459
8,s247,t7459
10,s249,t7459
3,s262,t7459
4,s263,t7459
6,s275,t7459
14,s278,t7459
11,s280,t7459
3,s289,t7459
12,s300,t7459
6,s301,t7459
4,s304,t7459
11,s310,t7459
18,s311,t7459
4,s315,t7459
10,s322,t7459
10,s325,t7459
16,s326,t7459
14,s329,t7459
43,s331,t7459
6,s333,t7459
4,s335,t7459
6,s338,t7459
3,s339,t7459
8,s2,t12632
12,s6,t12632
40,s12,t12632
20,s19,t12632
4,s21,t12632
19,s23,t12632
17,s33,t12632
10,s47,t12632
14,s69,t12632
2,s115,t12632
10,s125,t12632
6,s130,t12632
9,s156,t12632
16,s170,t12632
12,s197,t12632
2,s200,t12632
16,s255,t12632
6,s258,t12632
8,s260,t12632
11,s268,t12632
13,s270,t12632
23,s273,t12632
12,s274,t12632
9,s276,t12632
6,s277,t12632
127,s280,t12632
7,s281,t12632
5,s284,t12632
8,s286,t12632
17,s289,t12632
13,s300,t12632
20,s311,t12632
12,s312,t12632
3,s330,t12632
88,s5,t7588
21,s18,t7588
11,s45,t7588
27,s53,t7588
18,s83,t7588
15,s84,t7588
40,s85,t7588
5,s170,t7588
16,s173,t7588
8,s181,t7588
9,s224,t7588
9,s242,t7588
11,s248,t7588
41,s275,t7588
15,s295,t7588
12,s301,t7588
44,s323,t7588
9,s330,t7588
5,s338,t7588
8,s341,t7588
117,s189,t22685
431,s270,t22685
16,s1,t23410
21,s5,t23410
41,s30,t23410
6,s55,t23410
27,s91,t23410
17,s92,t23410
37,s238,t23410
10,s243,t23410
50,s244,t23410
50,s248,t23410
67,s301,t23410
106,s309,t23410
6,s331,t23410
33,s10,t11351
53,s12,t11351
40,s19,t11351
18,s26,t11351
7,s27,t11351
45,s32,t11351
20,s33,t11351
29,s133,t11351
12,s166,t11351
18,s170,t11351
46,s200,t11351
57,s216,t11351
8,s254,t11351
17,s280,t11351
11,s284,t11351
26,s289,t11351
39,s310,t11351
7,s312,t11351
19,s315,t11351
33,s319,t11351
9,s327,t11351
547,s308,t20899
43,s13,t22330
12,s16,t22330
10,s49,t22330
15,s58,t22330
7,s64,t22330
4,s66,t22330
26,s67,t22330
35,s72,t22330
7,s120,t22330
8,s137,t22330
15,s183,t22330
14,s191,t22330
13,s260,t22330
11,s264,t22330
8,s269,t22330
9,s275,t22330
18,s278,t22330
18,s293,t22330
5,s299,t22330
23,s310,t22330
18,s311,t22330
47,s319,t22330
61,s323,t22330
8,s329,t22330
32,s331,t22330
12,s338,t22330
13,s340,t22330
12,s346,t22330
43,s20,t17026
89,s64,t17026
70,s110,t17026
14,s129,t17026
30,s135,t17026
22,s207,t17026
80,s299,t17026
122,s301,t17026
41,s306,t17026
33,s317,t17026
9,s3,t10833
29,s12,t10833
20,s16,t10833
11,s20,t10833
7,s23,t10833
21,s24,t10833
48,s33,t10833
12,s37,t10833
42,s47,t10833
9,s58,t10833
40,s65,t10833
10,s158,t10833
13,s160,t10833
23,s216,t10833
8,s254,t10833
13,s255,t10833
11,s275,t10833
15,s280,t10833
19,s284,t10833
4,s285,t10833
14,s307,t10833
27,s310,t10833
17,s315,t10833
19,s319,t10833
21,s323,t10833
13,s330,t10833
14,s331,t10833
35,s334,t10833
386,s56,t8042
14,s65,t8042
21,s70,t8042
52,s159,t8042
6,s199,t8042
11,s283,t8042
3,s8,t9192
7,s20,t9192
10,s31,t9192
13,s55,t9192
5,s63,t9192
5,s65,t9192
12,s76,t9192
7,s106,t9192
35,s123,t9192
12,s129,t9192
5,s143,t9192
25,s146,t9192
21,s170,t9192
10,s181,t9192
6,s187,t9192
21,s192,t9192
8,s193,t9192
12,s225,t9192
11,s229,t9192
4,s246,t9192
20,s251,t9192
4,s255,t9192
8,s268,t9192
9,s279,t9192
8,s280,t9192
14,s298,t9192
115,s301,t9192
8,s310,t9192
12,s311,t9192
15,s314,t9192
5,s322,t9192
7,s323,t9192
28,s326,t9192
10,s327,t9192
5,s346,t9192
19,s4,t9238
4,s11,t9238
34,s28,t9238
30,s31,t9238
55,s56,t9238
2,s66,t9238
6,s82,t9238
18,s145,t9238
24,s178,t9238
2,s192,t9238
10,s221,t9238
4,s243,t9238
30,s248,t9238
106,s301,t9238
42,s304,t9238
6,s309,t9238
2,s312,t9238
6,s315,t9238
30,s339,t9238
11,s345,t9238
334,s317,t4036
128,s45,t21930
307,s183,t21930
54,s207,t21930
49,s248,t21930
123,s10,t4560
73,s45,t4560
33,s88,t4560
289,s248,t4560
18,s10,t12614
122,s12,t12614
36,s15,t12614
9,s17,t12614
37,s23,t12614
15,s24,t12614
38,s25,t12614
38,s26,t12614
7,s27,t12614
135,s33,t12614
5,s230,t12614
3,s248,t12614
5,s259,t12614
10,s264,t12614
16,s266,t12614
11,s282,t12614
19,s284,t12614
3,s293,t12614
6,s305,t12614
69,s37,t23118
14,s61,t23118
73,s76,t23118
7,s109,t23118
9,s154,t23118
87,s209,t23118
19,s215,t23118
23,s241,t23118
16,s247,t23118
89,s285,t23118
52,s333,t23118
5,s4,t11050
44,s10,t11050
153,s13,t11050
11,s15,t11050
47,s32,t11050
3,s34,t11050
5,s39,t11050
7,s43,t11050
6,s48,t11050
4,s64,t11050
23,s95,t11050
16,s106,t11050
6,s111,t11050
38,s157,t11050
10,s170,t11050
8,s176,t11050
9,s191,t11050
5,s197,t11050
18,s207,t11050
4,s228,t11050
13,s254,t11050
29,s268,t11050
8,s278,t11050
4,s289,t11050
11,s291,t11050
10,s299,t11050
17,s307,t11050
11,s314,t11050
6,s341,t11050
29,s8,t20066
38,s52,t20066
19,s62,t20066
65,s86,t20066
31,s96,t20066
97,s245,t20066
48,s246,t20066
14,s275,t20066
36,s318,t20066
11,s7,t18618
34,s13,t18618
4,s83,t18618
51,s91,t18618
15,s92,t18618
11,s135,t18618
17,s159,t18618
34,s173,t18618
3,s191,t18618
35,s212,t18618
9,s223,t18618
12,s232,t18618
8,s245,t18618
4,s247,t18618
34,s265,t18618
26,s268,t18618
8,s271,t18618
8,s281,t18618
4,s290,t18618
4,s292,t18618
6,s300,t18618
90,s301,t18618
20,s311,t18618
30,s315,t18618
6,s340,t18618
33,s10,t10811
15,s12,t10811
26,s13,t10811
21,s15,t10811
54,s16,t10811
4,s22,t10811
15,s23,t10811
36,s25,t10811
11,s26,t10811
18,s32,t10811
72,s33,t10811
6,s37,t10811
3,s43,t10811
31,s47,t10811
7,s55,t10811
9,s63,t10811
14,s65,t10811
6,s70,t10811
11,s110,t10811
7,s146,t10811
11,s166,t10811
19,s210,t10811
33,s310,t10811
26,s311,t10811
22,s312,t10811
10,s316,t10811
6,s336,t10811
3,s341,t10811
115,s16,t23427
29,s53,t23427
63,s65,t23427
21,s109,t23427
2,s216,t23427
15,s261,t23427
11,s280,t23427
255,s282,t23427
10,s320,t23427
8,s323,t23427
7,s42,t8882
18,s47,t8882
6,s51,t8882
107,s55,t8882
18,s59,t8882
84,s89,t8882
34,s96,t8882
43,s162,t8882
144,s206,t8882
8,s37,t22636
34,s100,t22636
4,s152,t22636
275,s256,t22636
15,s261,t22636
41,s275,t22636
13,s276,t22636
58,s280,t22636
69,s286,t22636
15,s289,t22636
3,s4,t9987
10,s11,t9987
37,s32,t9987
5,s51,t9987
23,s55,t9987
5,s56,t9987
19,s64,t9987
7,s70,t9987
5,s79,t9987
3,s109,t9987
4,s125,t9987
6,s129,t9987
22,s133,t9987
3,s137,t9987
8,s143,t9987
5,s166,t9987
4,s185,t9987
3,s192,t9987
3,s211,t9987
14,s212,t9987
23,s213,t9987
4,s223,t9987
17,s245,t9987
33,s248,t9987
3,s252,t9987
5,s263,t9987
11,s264,t9987
7,s269,t9987
20,s282,t9987
24,s291,t9987
7,s295,t9987
2,s296,t9987
29,s300,t9987
26,s301,t9987
