count,sample_id,taxon_id
764,s213,t21307
1195,s214,t21307
846,s215,t21307
3703,s216,t21307
4606,s217,t21307
354,s218,t21307
1363,s219,t21307
300,s220,t21307
5567,s221,t21307
1639,s222,t21307
1211,s223,t21307
3686,s224,t21307
6669,s225,t21307
242,s226,t21307
195,s227,t21307
2446,s228,t21307
3647,s229,t21307
1396,s230,t21307
1472,s231,t21307
5313,s232,t21307
674,s233,t21307
145,s234,t21307
231,s235,t21307
2284,s236,t21307
1167,s237,t21307
2197,s238,t21307
2070,s239,t21307
882,s240,t21307
3154,s241,t21307
7999,s242,t21307
2000,s243,t21307
3828,s244,t21307
275,s245,t21307
1221,s246,t21307
2725,s247,t21307
2443,s248,t21307
393,s249,t21307
509,s250,t21307
6197,s251,t21307
2023,s252,t21307
8774,s253,t21307
2345,s254,t21307
6035,s255,t21307
1746,s256,t21307
4953,s257,t21307
685,s258,t21307
471,s259,t21307
3246,s260,t21307
1915,s261,t21307
3739,s262,t21307
1059,s263,t21307
6939,s264,t21307
627,s265,t21307
4238,s266,t21307
527,s267,t21307
4981,s268,t21307
4873,s269,t21307
1349,s270,t21307
2686,s271,t21307
2479,s272,t21307
9941,s273,t21307
10131,s274,t21307
2502,s275,t21307
677,s276,t21307
1697,s277,t21307
1173,s278,t21307
14429,s279,t21307
3329,s280,t21307
941,s281,t21307
6675,s282,t21307
1311,s283,t21307
4910,s284,t21307
2466,s285,t21307
3595,s286,t21307
7985,s287,t21307
71,s288,t21307
6245,s289,t21307
8254,s290,t21307
12408,s291,t21307
1082,s292,t21307
4333,s293,t21307
9616,s294,t21307
3766,s295,t21307
89,s296,t21307
6758,s297,t21307
6065,s298,t21307
10450,s299,t21307
3478,s300,t21307
43044,s301,t21307
4421,s302,t21307
1241,s303,t21307
13056,s304,t21307
13759,s305,t21307
6472,s306,t21307
5294,s307,t21307
12898,s308,t21307
5641,s309,t21307
2191,s310,t21307
4927,s311,t21307
19838,s312,t21307
1900,s313,t21307
7946,s314,t21307
7869,s315,t21307
3558,s316,t21307
5457,s317,t21307
3300,s318,t21307
2899,s319,t21307
803,s320,t21307
4578,s321,t21307
5671,s322,t21307
5855,s323,t21307
2313,s324,t21307
6450,s325,t21307
3769,s326,t21307
5383,s327,t21307
16431,s329,t21307
639,s330,t21307
691,s331,t21307
8704,s332,t21307
10095,s333,t21307
1014,s334,t21307
6399,s335,t21307
4749,s336,t21307
347,s337,t21307
2454,s338,t21307
3942,s339,t21307
1515,s340,t21307
3279,s341,t21307
1900,s342,t21307
3439,s343,t21307
1893,s344,t21307
2352,s345,t21307
1011,s346,t21307
694,s1,t21677
3921,s2,t21677
739,s3,t21677
536,s4,t21677
2924,s5,t21677
718,s6,t21677
326,s7,t21677
202,s8,t21677
3354,s9,t21677
928,s10,t21677
742,s11,t21677
1401,s12,t21677
2510,s13,t21677
2573,s14,t21677
8860,s15,t21677
1337,s16,t21677
594,s17,t21677
301,s18,t21677
687,s19,t21677
510,s20,t21677
433,s21,t21677
585,s22,t21677
986,s23,t21677
2768,s24,t21677
2748,s25,t21677
18,s26,t21677
1569,s27,t21677
137,s28,t21677
190,s29,t21677
982,s30,t21677
194,s31,t21677
1868,s32,t21677
913,s33,t21677
146,s34,t21677
1783,s35,t21677
126,s36,t21677
992,s37,t21677
142,s38,t21677
648,s39,t21677
34,s40,t21677
44,s41,t21677
192,s42,t21677
3413,s43,t21677
81,s44,t21677
450,s45,t21677
332,s46,t21677
1425,s47,t21677
401,s48,t21677
519,s49,t21677
766,s50,t21677
1355,s51,t21677
1359,s52,t21677
867,s53,t21677
106,s54,t21677
1376,s55,t21677
1481,s56,t21677
184,s57,t21677
686,s58,t21677
366,s59,t21677
47,s60,t21677
2403,s61,t21677
862,s62,t21677
303,s63,t21677
1631,s64,t21677
1701,s65,t21677
533,s66,t21677
2192,s67,t21677
414,s68,t21677
792,s69,t21677
1316,s70,t21677
366,s71,t21677
681,s72,t21677
794,s73,t21677
996,s75,t21677
555,s76,t21677
2564,s77,t21677
440,s78,t21677
1669,s79,t21677
746,s80,t21677
109,s81,t21677
87,s82,t21677
592,s83,t21677
1505,s84,t21677
1841,s85,t21677
284,s86,t21677
1563,s87,t21677
83,s88,t21677
55,s89,t21677
533,s90,t21677
261,s91,t21677
210,s92,t21677
235,s93,t21677
126,s94,t21677
148,s95,t21677
432,s96,t21677
22,s97,t21677
276,s98,t21677
45,s99,t21677
254,s100,t21677
122,s101,t21677
425,s102,t21677
81,s103,t21677
35,s104,t21677
73,s105,t21677
129,s106,t21677
97,s107,t21677
110,s108,t21677
155,s109,t21677
625,s110,t21677
27,s112,t21677
11,s113,t21677
18,s114,t21677
108,s115,t21677
849,s116,t21677
130,s118,t21677
1282,s119,t21677
483,s120,t21677
80,s122,t21677
156,s123,t21677
48,s124,t21677
3029,s125,t21677
142,s126,t21677
495,s127,t21677
186,s128,t21677
733,s129,t21677
91,s131,t21677
99,s132,t21677
200,s133,t21677
320,s135,t21677
101,s136,t21677
293,s137,t21677
590,s138,t21677
329,s139,t21677
21,s140,t21677
215,s141,t21677
72,s142,t21677
193,s143,t21677
124,s144,t21677
298,s145,t21677
281,s146,t21677
1107,s147,t21677
142,s148,t21677
108,s149,t21677
48,s150,t21677
94,s151,t21677
98,s152,t21677
47,s153,t21677
131,s154,t21677
416,s155,t21677
471,s156,t21677
851,s157,t21677
1083,s158,t21677
453,s159,t21677
2962,s160,t21677
236,s161,t21677
275,s162,t21677
159,s163,t21677
75,s164,t21677
186,s165,t21677
1142,s166,t21677
53,s167,t21677
413,s168,t21677
147,s169,t21677
887,s170,t21677
14258,s171,t21677
1223,s172,t21677
136,s173,t21677
263,s174,t21677
341,s175,t21677
340,s176,t21677
185,s177,t21677
97,s178,t21677
904,s179,t21677
17,s180,t21677
135,s181,t21677
318,s182,t21677
531,s183,t21677
117,s184,t21677
658,s185,t21677
48,s186,t21677
277,s187,t21677
52,s188,t21677
164,s189,t21677
229,s190,t21677
1718,s191,t21677
133,s192,t21677
32,s193,t21677
149,s194,t21677
98,s195,t21677
1769,s196,t21677
421,s197,t21677
377,s198,t21677
138,s199,t21677
482,s200,t21677
43,s201,t21677
14,s202,t21677
505,s203,t21677
662,s204,t21677
18,s205,t21677
330,s206,t21677
527,s207,t21677
863,s208,t21677
68,s209,t21677
975,s210,t21677
1471,s211,t21677
368,s212,t21677
82,s213,t21677
57,s214,t21677
137,s215,t21677
124,s216,t21677
353,s217,t21677
151,s218,t21677
241,s219,t21677
356,s220,t21677
278,s221,t21677
142,s222,t21677
189,s223,t21677
73,s224,t21677
208,s225,t21677
48,s226,t21677
168,s228,t21677
38,s229,t21677
2941,s230,t21677
207,s231,t21677
697,s232,t21677
128,s233,t21677
51,s234,t21677
334,s235,t21677
501,s236,t21677
1020,s237,t21677
684,s238,t21677
637,s239,t21677
1231,s240,t21677
1202,s241,t21677
491,s242,t21677
1064,s243,t21677
190,s244,t21677
2458,s245,t21677
2342,s246,t21677
3779,s247,t21677
2360,s248,t21677
1009,s249,t21677
2561,s250,t21677
1114,s251,t21677
330,s252,t21677
4587,s253,t21677
1021,s254,t21677
233,s255,t21677
2519,s256,t21677
430,s257,t21677
208,s258,t21677
184,s259,t21677
496,s260,t21677
466,s261,t21677
1119,s262,t21677
122,s263,t21677
323,s264,t21677
1297,s265,t21677
939,s266,t21677
22,s267,t21677
1408,s268,t21677
1232,s269,t21677
1622,s270,t21677
2083,s271,t21677
2331,s272,t21677
406,s273,t21677
759,s274,t21677
2912,s275,t21677
169,s276,t21677
1288,s277,t21677
220,s278,t21677
102,s279,t21677
5815,s280,t21677
413,s281,t21677
2678,s282,t21677
1492,s283,t21677
1253,s284,t21677
361,s285,t21677
173,s286,t21677
212,s287,t21677
19,s288,t21677
1843,s289,t21677
2534,s290,t21677
905,s291,t21677
1845,s292,t21677
726,s293,t21677
137,s294,t21677
1463,s295,t21677
28,s296,t21677
270,s297,t21677
969,s298,t21677
1409,s299,t21677
1637,s300,t21677
6967,s301,t21677
3843,s302,t21677
467,s303,t21677
650,s304,t21677
780,s305,t21677
576,s306,t21677
1011,s307,t21677
1644,s308,t21677
820,s309,t21677
1439,s310,t21677
2210,s311,t21677
353,s312,t21677
795,s313,t21677
292,s314,t21677
1542,s315,t21677
153,s316,t21677
240,s317,t21677
573,s318,t21677
3239,s319,t21677
1783,s320,t21677
891,s321,t21677
546,s322,t21677
949,s323,t21677
516,s324,t21677
1373,s325,t21677
410,s326,t21677
325,s327,t21677
437,s329,t21677
519,s330,t21677
11328,s331,t21677
461,s332,t21677
263,s333,t21677
1036,s334,t21677
3064,s335,t21677
186,s336,t21677
37,s337,t21677
2047,s338,t21677
679,s339,t21677
332,s340,t21677
404,s341,t21677
534,s342,t21677
249,s343,t21677
182,s344,t21677
788,s345,t21677
767,s346,t21677
817,s1,t14519
3372,s2,t14519
1456,s3,t14519
337,s4,t14519
244,s5,t14519
558,s6,t14519
320,s7,t14519
519,s8,t14519
237,s9,t14519
660,s10,t14519
2290,s11,t14519
722,s12,t14519
330,s13,t14519
3350,s14,t14519
879,s15,t14519
1452,s16,t14519
1105,s17,t14519
318,s18,t14519
668,s19,t14519
2164,s20,t14519
241,s21,t14519
210,s22,t14519
1451,s23,t14519
881,s24,t14519
344,s25,t14519
75,s26,t14519
163,s27,t14519
391,s28,t14519
49,s29,t14519
756,s30,t14519
748,s31,t14519
630,s32,t14519
87,s33,t14519
218,s34,t14519
540,s35,t14519
432,s36,t14519
225,s37,t14519
167,s38,t14519
822,s39,t14519
124,s40,t14519
111,s41,t14519
450,s42,t14519
49,s43,t14519
39,s44,t14519
115,s45,t14519
299,s46,t14519
381,s47,t14519
829,s48,t14519
335,s49,t14519
547,s50,t14519
573,s51,t14519
43,s52,t14519
223,s53,t14519
23,s54,t14519
794,s55,t14519
3481,s56,t14519
385,s57,t14519
626,s58,t14519
181,s59,t14519
60,s60,t14519
1433,s61,t14519
34,s62,t14519
1552,s63,t14519
402,s64,t14519
3929,s65,t14519
1047,s66,t14519
904,s67,t14519
187,s68,t14519
478,s69,t14519
1491,s70,t14519
2883,s71,t14519
590,s72,t14519
626,s73,t14519
47,s75,t14519
850,s76,t14519
745,s77,t14519
248,s78,t14519
240,s79,t14519
111,s80,t14519
72,s81,t14519
257,s82,t14519
389,s83,t14519
2796,s84,t14519
249,s85,t14519
271,s86,t14519
541,s87,t14519
161,s88,t14519
179,s89,t14519
194,s90,t14519
18,s91,t14519
330,s92,t14519
46,s93,t14519
427,s94,t14519
343,s95,t14519
461,s96,t14519
10,s97,t14519
141,s98,t14519
58,s99,t14519
111,s100,t14519
92,s101,t14519
149,s102,t14519
220,s103,t14519
55,s104,t14519
96,s105,t14519
1013,s107,t14519
175,s108,t14519
31,s109,t14519
1687,s110,t14519
85,s111,t14519
38,s112,t14519
4,s114,t14519
282,s115,t14519
150,s116,t14519
387,s118,t14519
160,s119,t14519
213,s120,t14519
796,s122,t14519
1842,s123,t14519
184,s124,t14519
186,s125,t14519
34,s126,t14519
172,s127,t14519
1399,s129,t14519
133,s130,t14519
242,s131,t14519
234,s132,t14519
112,s133,t14519
1596,s135,t14519
35,s136,t14519
2137,s137,t14519
1915,s138,t14519
209,s139,t14519
53,s140,t14519
200,s141,t14519
124,s142,t14519
246,s143,t14519
839,s144,t14519
717,s145,t14519
1124,s146,t14519
88,s148,t14519
123,s149,t14519
155,s151,t14519
16,s153,t14519
165,s154,t14519
191,s155,t14519
124,s156,t14519
528,s157,t14519
1843,s158,t14519
587,s159,t14519
1627,s160,t14519
57,s161,t14519
402,s162,t14519
63,s163,t14519
24,s164,t14519
313,s165,t14519
118,s166,t14519
130,s167,t14519
109,s168,t14519
978,s169,t14519
947,s170,t14519
74,s171,t14519
637,s172,t14519
305,s173,t14519
224,s174,t14519
338,s176,t14519
257,s177,t14519
823,s178,t14519
461,s179,t14519
10,s180,t14519
167,s181,t14519
295,s182,t14519
346,s183,t14519
932,s184,t14519
19,s185,t14519
979,s187,t14519
89,s188,t14519
263,s189,t14519
420,s190,t14519
217,s191,t14519
485,s192,t14519
537,s193,t14519
642,s194,t14519
39,s195,t14519
60,s196,t14519
1827,s197,t14519
717,s198,t14519
160,s199,t14519
56,s200,t14519
204,s201,t14519
10,s202,t14519
110,s203,t14519
165,s204,t14519
84,s205,t14519
2014,s206,t14519
187,s207,t14519
14,s208,t14519
1378,s209,t14519
234,s210,t14519
386,s211,t14519
466,s212,t14519
91,s213,t14519
29,s214,t14519
204,s215,t14519
860,s216,t14519
260,s217,t14519
55,s218,t14519
94,s219,t14519
52,s220,t14519
542,s221,t14519
129,s222,t14519
279,s223,t14519
1528,s224,t14519
1309,s225,t14519
33,s226,t14519
54,s227,t14519
397,s228,t14519
615,s229,t14519
495,s230,t14519
123,s231,t14519
972,s232,t14519
148,s233,t14519
9,s234,t14519
93,s235,t14519
478,s236,t14519
60,s237,t14519
459,s238,t14519
266,s239,t14519
114,s240,t14519
315,s241,t14519
670,s242,t14519
323,s243,t14519
979,s244,t14519
119,s245,t14519
360,s246,t14519
401,s247,t14519
350,s248,t14519
101,s249,t14519
294,s250,t14519
254,s251,t14519
431,s252,t14519
642,s253,t14519
635,s254,t14519
3530,s255,t14519
648,s256,t14519
769,s257,t14519
244,s258,t14519
220,s259,t14519
1824,s260,t14519
162,s261,t14519
252,s262,t14519
213,s263,t14519
1849,s264,t14519
274,s265,t14519
784,s266,t14519
74,s267,t14519
1146,s268,t14519
1849,s269,t14519
166,s270,t14519
775,s271,t14519
798,s272,t14519
3681,s273,t14519
703,s274,t14519
646,s275,t14519
158,s277,t14519
132,s278,t14519
498,s279,t14519
1295,s280,t14519
514,s281,t14519
592,s282,t14519
159,s283,t14519
1338,s284,t14519
221,s285,t14519
1007,s286,t14519
816,s287,t14519
28,s288,t14519
1707,s289,t14519
1291,s290,t14519
1549,s291,t14519
303,s292,t14519
2037,s293,t14519
3219,s294,t14519
855,s295,t14519
26,s296,t14519
597,s297,t14519
4361,s298,t14519
2624,s299,t14519
2337,s300,t14519
12282,s301,t14519
1410,s302,t14519
208,s303,t14519
3417,s304,t14519
884,s305,t14519
931,s306,t14519
1115,s307,t14519
390,s308,t14519
1770,s309,t14519
1083,s310,t14519
1345,s311,t14519
4658,s312,t14519
260,s313,t14519
931,s314,t14519
554,s315,t14519
689,s316,t14519
2126,s317,t14519
276,s318,t14519
494,s319,t14519
244,s320,t14519
1261,s321,t14519
626,s322,t14519
419,s323,t14519
482,s324,t14519
276,s325,t14519
5019,s326,t14519
618,s327,t14519
5557,s329,t14519
103,s330,t14519
312,s331,t14519
1181,s332,t14519
746,s333,t14519
73,s334,t14519
528,s335,t14519
1436,s336,t14519
962,s338,t14519
665,s339,t14519
1444,s340,t14519
1333,s341,t14519
1963,s342,t14519
753,s343,t14519
1455,s344,t14519
110,s345,t14519
307,s346,t14519
287,s1,t20327
1312,s2,t20327
1987,s3,t20327
745,s4,t20327
190,s5,t20327
1351,s6,t20327
241,s7,t20327
625,s8,t20327
380,s10,t20327
707,s11,t20327
926,s12,t20327
49,s13,t20327
2762,s14,t20327
1973,s15,t20327
984,s16,t20327
1437,s17,t20327
198,s18,t20327
359,s19,t20327
1607,s20,t20327
270,s21,t20327
1317,s23,t20327
714,s24,t20327
283,s25,t20327
65,s26,t20327
262,s27,t20327
259,s28,t20327
56,s29,t20327
1164,s30,t20327
780,s31,t20327
840,s32,t20327
74,s33,t20327
95,s34,t20327
187,s35,t20327
1036,s36,t20327
283,s37,t20327
151,s38,t20327
538,s39,t20327
107,s41,t20327
318,s42,t20327
65,s43,t20327
52,s44,t20327
526,s45,t20327
62,s46,t20327
397,s47,t20327
710,s48,t20327
35,s49,t20327
152,s50,t20327
1620,s51,t20327
259,s53,t20327
29,s54,t20327
498,s55,t20327
385,s56,t20327
1143,s57,t20327
657,s58,t20327
1390,s59,t20327
39,s60,t20327
600,s61,t20327
119,s62,t20327
699,s63,t20327
763,s64,t20327
4336,s65,t20327
1302,s66,t20327
366,s67,t20327
450,s68,t20327
1093,s69,t20327
643,s70,t20327
523,s71,t20327
188,s72,t20327
527,s73,t20327
39,s75,t20327
366,s76,t20327
214,s78,t20327
45,s79,t20327
56,s80,t20327
164,s81,t20327
677,s82,t20327
219,s83,t20327
1542,s84,t20327
526,s85,t20327
202,s86,t20327
383,s87,t20327
474,s89,t20327
156,s90,t20327
74,s91,t20327
817,s92,t20327
54,s93,t20327
214,s94,t20327
25,s95,t20327
606,s96,t20327
152,s98,t20327
122,s99,t20327
456,s100,t20327
54,s101,t20327
151,s102,t20327
84,s103,t20327
210,s105,t20327
168,s106,t20327
1024,s107,t20327
194,s108,t20327
73,s109,t20327
1156,s110,t20327
43,s111,t20327
64,s112,t20327
180,s115,t20327
173,s116,t20327
170,s120,t20327
754,s123,t20327
76,s124,t20327
69,s125,t20327
20,s126,t20327
268,s127,t20327
1481,s129,t20327
151,s130,t20327
219,s131,t20327
189,s132,t20327
126,s133,t20327
619,s135,t20327
1126,s137,t20327
1843,s138,t20327
337,s139,t20327
63,s141,t20327
89,s142,t20327
422,s143,t20327
1246,s144,t20327
509,s145,t20327
1827,s146,t20327
54,s147,t20327
87,s148,t20327
127,s149,t20327
283,s151,t20327
112,s152,t20327
186,s154,t20327
89,s155,t20327
140,s156,t20327
673,s157,t20327
231,s158,t20327
198,s159,t20327
1120,s160,t20327
70,s161,t20327
970,s162,t20327
34,s163,t20327
37,s164,t20327
175,s165,t20327
232,s167,t20327
199,s168,t20327
390,s169,t20327
420,s170,t20327
174,s171,t20327
122,s172,t20327
650,s173,t20327
123,s174,t20327
864,s176,t20327
256,s177,t20327
3930,s178,t20327
530,s179,t20327
14,s180,t20327
679,s181,t20327
151,s182,t20327
179,s183,t20327
413,s184,t20327
16,s185,t20327
1484,s187,t20327
290,s188,t20327
407,s189,t20327
485,s190,t20327
146,s191,t20327
428,s192,t20327
742,s193,t20327
109,s194,t20327
58,s195,t20327
1425,s197,t20327
1481,s198,t20327
141,s199,t20327
223,s200,t20327
113,s206,t20327
105,s207,t20327
24,s208,t20327
3066,s209,t20327
236,s210,t20327
111,s211,t20327
936,s212,t20327
533,s213,t20327
45,s214,t20327
136,s215,t20327
258,s216,t20327
75,s217,t20327
92,s219,t20327
62,s220,t20327
518,s221,t20327
66,s222,t20327
217,s223,t20327
2384,s224,t20327
361,s225,t20327
991,s228,t20327
576,s229,t20327
211,s230,t20327
85,s231,t20327
1343,s232,t20327
28,s234,t20327
178,s236,t20327
40,s237,t20327
513,s238,t20327
130,s239,t20327
179,s240,t20327
296,s241,t20327
470,s242,t20327
335,s243,t20327
971,s244,t20327
66,s246,t20327
517,s247,t20327
596,s248,t20327
237,s251,t20327
1180,s252,t20327
602,s253,t20327
304,s254,t20327
2508,s255,t20327
1599,s256,t20327
4536,s257,t20327
410,s258,t20327
332,s260,t20327
57,s261,t20327
61,s262,t20327
157,s263,t20327
830,s264,t20327
94,s265,t20327
558,s266,t20327
45,s267,t20327
923,s268,t20327
773,s269,t20327
159,s270,t20327
350,s271,t20327
243,s272,t20327
1241,s273,t20327
1171,s274,t20327
554,s275,t20327
199,s277,t20327
59,s278,t20327
721,s279,t20327
122,s280,t20327
719,s281,t20327
688,s282,t20327
397,s283,t20327
781,s284,t20327
426,s285,t20327
355,s286,t20327
1623,s287,t20327
1043,s289,t20327
621,s290,t20327
1617,s291,t20327
428,s292,t20327
1247,s293,t20327
1576,s294,t20327
975,s295,t20327
219,s297,t20327
1506,s298,t20327
1297,s299,t20327
560,s300,t20327
2662,s301,t20327
1451,s302,t20327
477,s303,t20327
2263,s304,t20327
916,s305,t20327
2145,s306,t20327
2849,s307,t20327
4730,s308,t20327
1892,s309,t20327
179,s310,t20327
196,s311,t20327
2114,s312,t20327
184,s313,t20327
2093,s314,t20327
1263,s315,t20327
488,s316,t20327
1223,s317,t20327
675,s318,t20327
2410,s321,t20327
1451,s322,t20327
180,s323,t20327
741,s324,t20327
270,s325,t20327
5569,s326,t20327
419,s327,t20327
4946,s329,t20327
59,s330,t20327
209,s331,t20327
3497,s332,t20327
325,s333,t20327
63,s334,t20327
576,s335,t20327
1624,s336,t20327
1511,s338,t20327
778,s339,t20327
902,s341,t20327
1152,s342,t20327
593,s343,t20327
1424,s344,t20327
100,s345,t20327
224,s346,t20327
402,s1,t22186
342,s2,t22186
985,s3,t22186
1098,s4,t22186
270,s5,t22186
511,s6,t22186
306,s7,t22186
1298,s8,t22186
272,s9,t22186
827,s10,t22186
1387,s11,t22186
453,s12,t22186
259,s13,t22186
1265,s14,t22186
1414,s15,t22186
1586,s16,t22186
2216,s17,t22186
86,s18,t22186
336,s19,t22186
1256,s20,t22186
306,s21,t22186
93,s22,t22186
832,s23,t22186
1137,s24,t22186
623,s25,t22186
14,s26,t22186
582,s27,t22186
654,s28,t22186
85,s29,t22186
630,s30,t22186
1243,s31,t22186
1056,s32,t22186
149,s33,t22186
397,s34,t22186
518,s35,t22186
140,s36,t22186
356,s37,t22186
196,s38,t22186
794,s39,t22186
91,s40,t22186
82,s41,t22186
144,s42,t22186
93,s43,t22186
79,s44,t22186
400,s45,t22186
247,s46,t22186
766,s47,t22186
1035,s48,t22186
81,s49,t22186
214,s50,t22186
461,s51,t22186
89,s52,t22186
222,s53,t22186
124,s54,t22186
1285,s55,t22186
548,s56,t22186
407,s57,t22186
637,s58,t22186
550,s59,t22186
32,s60,t22186
965,s61,t22186
74,s62,t22186
501,s63,t22186
315,s64,t22186
648,s65,t22186
1576,s66,t22186
1341,s67,t22186
1837,s68,t22186
1004,s69,t22186
501,s70,t22186
350,s71,t22186
202,s72,t22186
557,s73,t22186
20,s75,t22186
1025,s76,t22186
67,s77,t22186
238,s78,t22186
113,s79,t22186
96,s80,t22186
55,s81,t22186
562,s82,t22186
490,s83,t22186
1967,s84,t22186
225,s85,t22186
195,s86,t22186
347,s87,t22186
100,s88,t22186
142,s89,t22186
306,s90,t22186
155,s91,t22186
592,s92,t22186
113,s93,t22186
276,s94,t22186
40,s95,t22186
1356,s96,t22186
8,s97,t22186
148,s98,t22186
98,s99,t22186
143,s100,t22186
128,s101,t22186
241,s102,t22186
117,s103,t22186
10,s104,t22186
388,s105,t22186
24,s106,t22186
523,s107,t22186
542,s108,t22186
37,s109,t22186
774,s110,t22186
20,s111,t22186
37,s112,t22186
9,s113,t22186
347,s115,t22186
284,s116,t22186
131,s118,t22186
317,s119,t22186
231,s120,t22186
382,s122,t22186
761,s123,t22186
162,s124,t22186
228,s125,t22186
26,s126,t22186
244,s127,t22186
76,s128,t22186
1106,s129,t22186
231,s130,t22186
548,s131,t22186
162,s132,t22186
90,s133,t22186
936,s135,t22186
51,s136,t22186
240,s137,t22186
501,s138,t22186
478,s139,t22186
12,s140,t22186
354,s141,t22186
155,s142,t22186
193,s143,t22186
939,s144,t22186
878,s145,t22186
595,s146,t22186
122,s147,t22186
57,s148,t22186
119,s149,t22186
37,s150,t22186
69,s151,t22186
14,s152,t22186
4,s153,t22186
142,s154,t22186
186,s155,t22186
73,s156,t22186
894,s157,t22186
230,s158,t22186
362,s159,t22186
759,s160,t22186
797,s162,t22186
18,s163,t22186
32,s164,t22186
603,s165,t22186
146,s166,t22186
44,s167,t22186
93,s168,t22186
280,s169,t22186
776,s170,t22186
147,s171,t22186
584,s172,t22186
344,s173,t22186
119,s174,t22186
43,s175,t22186
826,s176,t22186
586,s177,t22186
1761,s178,t22186
482,s179,t22186
15,s180,t22186
477,s181,t22186
141,s182,t22186
833,s183,t22186
683,s184,t22186
30,s185,t22186
66,s186,t22186
631,s187,t22186
193,s188,t22186
126,s189,t22186
298,s190,t22186
393,s191,t22186
1854,s192,t22186
389,s193,t22186
427,s194,t22186
77,s195,t22186
88,s196,t22186
